edad,peso,talla,sexo,provincia,dni,fecha_nacimiento,bmi,bmi_agrupado,bmi_agrupado2
60,91.8,1.66,HOMBRE,ALICANTE,65279497N,25/6/1960,33.31,Obesidad clase 1,Obesidad
55,92.3,1.71,HOMBRE,ALICANTE,33026300R,17/12/1965,31.57,Obesidad clase 1,Obesidad
58,77.5,1.615,HOMBRE,ALICANTE,49775630A,18/4/1962,29.71,Sobrepeso,Sobrepeso
57,118.5,1.845,HOMBRE,ALICANTE,72967010G,1/2/1963,34.81,Obesidad clase 1,Obesidad
56,95.4,1.518,HOMBRE,ALICANTE,31093685O,1/4/1964,41.4,Obesidad clase 3,Obesidad
59,89.5,1.62,HOMBRE,ALICANTE,26498356H,6/5/1961,34.1,Obesidad clase 1,Obesidad
50,62.0,1.565,MUJER,ALICANTE,59181023I,4/10/1970,25.31,Sobrepeso,Sobrepeso
54,43.2,1.455,MUJER,ALICANTE,24694582O,16/3/1966,20.41,Normal,Normal
60,73.7,1.475,MUJER,ALICANTE,54285065V,16/11/1960,33.88,Obesidad clase 1,Obesidad
63,108.0,1.665,MUJER,ALICANTE,63175094U,3/5/1957,38.96,Obesidad clase 2,Obesidad
64,61.8,1.555,MUJER,ALICANTE,50720464V,24/2/1956,25.56,Sobrepeso,Sobrepeso
53,59.3,1.555,MUJER,ALICANTE,39081827V,22/2/1967,24.52,Normal,Normal
56,60.2,1.5,MUJER,ALICANTE,29590540M,16/2/1964,26.76,Sobrepeso,Sobrepeso
52,,,MUJER,ALICANTE,89759287Z,30/4/1968,,Obesidad clase 3,Obesidad
50,,,MUJER,ALICANTE,83574919R,14/7/1970,,Obesidad clase 3,Obesidad
58,58.0,1.6,MUJER,ALICANTE,28645706M,28/10/1962,22.66,Normal,Normal
53,92.0,1.535,MUJER,ALICANTE,15031507V,25/3/1967,39.05,Obesidad clase 2,Obesidad
62,79.0,1.555,MUJER,ALICANTE,29762328W,8/10/1958,32.67,Obesidad clase 1,Obesidad
55,62.5,1.525,MUJER,ALICANTE,14902666K,30/8/1965,26.87,Sobrepeso,Sobrepeso
63,79.4,1.58,MUJER,ALICANTE,56045892R,8/2/1957,31.81,Obesidad clase 1,Obesidad
54,62.6,1.52,MUJER,ALICANTE,13270680V,10/6/1966,27.09,Sobrepeso,Sobrepeso
56,67.2,1.565,MUJER,ALICANTE,15375083X,2/3/1964,27.44,Sobrepeso,Sobrepeso
50,48.4,1.65,MUJER,ALICANTE,29848222F,29/5/1970,17.78,Infrapeso,Infrapeso
64,56.5,1.675,MUJER,ALICANTE,78077703J,9/8/1956,20.14,Normal,Normal
59,57.6,1.5730000000000002,MUJER,ALICANTE,71335024R,27/10/1961,23.28,Normal,Normal
56,50.0,1.49,MUJER,ALICANTE,22504285T,3/4/1964,22.52,Normal,Normal
58,63.3,1.615,MUJER,ALICANTE,42302852B,20/1/1962,24.27,Normal,Normal
54,68.5,1.653,MUJER,ALICANTE,29805275K,23/11/1966,25.07,Sobrepeso,Sobrepeso
50,62.2,1.55,MUJER,ALICANTE,54456853E,21/7/1970,25.89,Sobrepeso,Sobrepeso
51,66.0,1.671,MUJER,ALICANTE,28430971Z,16/9/1969,23.64,Normal,Normal
63,65.8,1.6,MUJER,ALICANTE,59352811V,28/2/1957,25.7,Sobrepeso,Sobrepeso
54,56.0,1.52,MUJER,ALICANTE,44106626V,14/8/1966,24.24,Normal,Normal
59,76.0,1.66,MUJER,ALICANTE,28216236V,19/6/1961,27.58,Sobrepeso,Sobrepeso
55,75.5,1.65,MUJER,ALICANTE,51751192P,30/11/1965,27.73,Sobrepeso,Sobrepeso
52,71.2,1.625,MUJER,ALICANTE,39038880O,26/11/1968,26.96,Sobrepeso,Sobrepeso
51,65.5,1.595,MUJER,ALICANTE,75071413J,10/5/1969,25.75,Sobrepeso,Sobrepeso
55,60.7,1.535,MUJER,ALICANTE,25982992Z,23/9/1965,25.76,Sobrepeso,Sobrepeso
52,66.0,1.5530000000000002,MUJER,ALICANTE,70862607P,15/5/1968,27.37,Sobrepeso,Sobrepeso
57,74.4,1.575,MUJER,ALICANTE,53812648X,5/4/1963,29.99,Sobrepeso,Sobrepeso
57,71.2,1.555,MUJER,ALICANTE,68028105X,20/1/1963,29.45,Sobrepeso,Sobrepeso
64,63.9,1.485,MUJER,ALICANTE,49517948A,13/8/1956,28.98,Sobrepeso,Sobrepeso
64,73.5,1.625,MUJER,ALICANTE,80268000S,23/2/1956,27.83,Sobrepeso,Sobrepeso
53,71.0,1.5,MUJER,ALICANTE,35689014A,15/12/1967,31.56,Obesidad clase 1,Obesidad
59,89.7,1.62,MUJER,ALICANTE,12411740V,17/5/1961,34.18,Obesidad clase 1,Obesidad
50,95.0,1.625,MUJER,ALICANTE,75243201P,31/12/1970,35.98,Obesidad clase 2,Obesidad
53,75.3,1.505,MUJER,ALICANTE,42560534N,29/1/1967,33.24,Obesidad clase 1,Obesidad
53,98.2,1.6,MUJER,ALICANTE,49818577J,13/9/1967,38.36,Obesidad clase 2,Obesidad
65,74.7,1.605,HOMBRE,ALICANTE,37406894S,7/9/1955,29.0,Sobrepeso,Sobrepeso
65,82.5,1.73,HOMBRE,ALICANTE,63604564M,27/11/1955,27.57,Sobrepeso,Sobrepeso
72,64.0,1.61,HOMBRE,ALICANTE,69316515F,24/10/1948,24.69,Normal,Normal
73,65.0,1.69,HOMBRE,ALICANTE,67684529Q,29/11/1947,22.76,Normal,Normal
80,76.2,1.505,HOMBRE,ALICANTE,35646067N,21/4/1940,33.64,Obesidad clase 1,Obesidad
81,78.5,1.5530000000000002,HOMBRE,ALICANTE,50677517D,18/6/1939,32.55,Obesidad clase 1,Obesidad
72,74.5,1.675,HOMBRE,ALICANTE,82286509V,6/2/1948,26.55,Sobrepeso,Sobrepeso
84,55.6,1.715,HOMBRE,ALICANTE,70175455H,20/4/1936,18.9,Normal,Normal
84,,,HOMBRE,ALICANTE,66482013Z,3/6/1936,,Obesidad clase 3,Obesidad
66,44.0,1.56,HOMBRE,ALICANTE,37106265S,9/12/1954,18.08,Infrapeso,Infrapeso
69,60.4,1.68,HOMBRE,ALICANTE,52309503Q,31/1/1951,21.4,Normal,Normal
75,71.6,1.63,HOMBRE,ALICANTE,40928548J,19/1/1945,26.95,Sobrepeso,Sobrepeso
65,69.4,1.681,HOMBRE,ALICANTE,39124774U,20/7/1955,24.56,Normal,Normal
75,70.5,1.673,HOMBRE,ALICANTE,19712730I,7/10/1945,25.19,Sobrepeso,Sobrepeso
73,72.0,1.69,HOMBRE,ALICANTE,66911483P,27/4/1947,25.21,Sobrepeso,Sobrepeso
68,81.5,1.765,HOMBRE,ALICANTE,34915968R,27/4/1952,26.16,Sobrepeso,Sobrepeso
65,71.9,1.645,HOMBRE,ALICANTE,20743458V,3/5/1955,26.57,Sobrepeso,Sobrepeso
76,71.4,1.68,HOMBRE,ALICANTE,84262071O,20/2/1944,25.3,Sobrepeso,Sobrepeso
73,78.9,1.675,HOMBRE,ALICANTE,77218763K,26/5/1947,28.12,Sobrepeso,Sobrepeso
69,76.0,1.7,HOMBRE,ALICANTE,25295840F,30/5/1951,26.3,Sobrepeso,Sobrepeso
72,78.8,1.6469999999999998,HOMBRE,ALICANTE,73568268T,6/9/1948,29.05,Sobrepeso,Sobrepeso
67,84.1,1.675,HOMBRE,ALICANTE,22117762Y,24/8/1953,29.98,Sobrepeso,Sobrepeso
75,104.0,1.78,HOMBRE,ALICANTE,32897459F,25/12/1945,32.82,Obesidad clase 1,Obesidad
72,80.3,1.51,HOMBRE,ALICANTE,39425403O,17/7/1948,35.22,Obesidad clase 2,Obesidad
78,104.5,1.65,HOMBRE,ALICANTE,31265473S,12/12/1942,38.38,Obesidad clase 2,Obesidad
66,89.2,1.54,MUJER,ALICANTE,26412462Y,19/6/1954,37.61,Obesidad clase 2,Obesidad
72,49.8,1.47,MUJER,ALICANTE,28559812B,8/7/1948,23.05,Normal,Normal
70,85.6,1.465,MUJER,ALICANTE,32854512A,25/3/1950,39.88,Obesidad clase 2,Obesidad
70,57.0,1.455,MUJER,ALICANTE,18166638Z,23/11/1950,26.92,Sobrepeso,Sobrepeso
74,66.1,1.49,MUJER,ALICANTE,16405811Y,22/8/1946,29.77,Sobrepeso,Sobrepeso
67,75.5,1.485,MUJER,ALICANTE,81169887V,18/6/1953,34.24,Obesidad clase 1,Obesidad
78,68.9,1.45,MUJER,ALICANTE,35216597K,7/4/1942,32.77,Obesidad clase 1,Obesidad
71,72.5,1.6119999999999999,MUJER,ALICANTE,36376166D,25/1/1949,27.9,Sobrepeso,Sobrepeso
72,65.0,1.611,MUJER,ALICANTE,53426125H,3/5/1948,25.05,Sobrepeso,Sobrepeso
66,67.5,1.54,MUJER,ALICANTE,85765216X,15/10/1954,28.46,Sobrepeso,Sobrepeso
67,,,MUJER,ALICANTE,79366113B,3/7/1953,,Obesidad clase 3,Obesidad
79,54.5,1.4,MUJER,ALICANTE,52781920G,18/6/1941,27.81,Sobrepeso,Sobrepeso
87,,,MUJER,ALICANTE,21731239C,22/3/1933,,Obesidad clase 3,Obesidad
69,72.6,1.58,MUJER,ALICANTE,22203656D,11/2/1951,29.08,Sobrepeso,Sobrepeso
70,36.8,1.39,MUJER,ALICANTE,70905554F,9/10/1950,19.05,Normal,Normal
66,58.6,1.43,MUJER,ALICANTE,12755316X,26/10/1954,28.66,Sobrepeso,Sobrepeso
74,82.3,1.5319999999999998,MUJER,ALICANTE,76016247F,25/10/1946,35.07,Obesidad clase 2,Obesidad
79,58.7,1.5030000000000001,MUJER,ALICANTE,17135910N,11/8/1941,25.98,Sobrepeso,Sobrepeso
78,71.3,1.57,MUJER,ALICANTE,16191076O,20/8/1942,28.93,Sobrepeso,Sobrepeso
82,46.5,1.435,MUJER,ALICANTE,75715618M,8/5/1938,22.58,Normal,Normal
70,63.5,1.57,MUJER,ALICANTE,24179218D,24/8/1950,25.76,Sobrepeso,Sobrepeso
89,60.0,1.51,MUJER,ALICANTE,49947418R,18/8/1931,26.31,Sobrepeso,Sobrepeso
74,56.0,1.43,MUJER,ALICANTE,23191437J,16/2/1946,27.39,Sobrepeso,Sobrepeso
76,80.5,1.465,MUJER,ALICANTE,73439427Y,26/6/1944,37.51,Obesidad clase 2,Obesidad
70,79.4,1.66,MUJER,ALICANTE,25467628A,1/7/1950,28.81,Sobrepeso,Sobrepeso
83,68.0,1.49,MUJER,ALICANTE,13313627U,16/9/1937,30.63,Obesidad clase 1,Obesidad
80,72.2,1.453,MUJER,ALICANTE,77261710Z,14/3/1940,34.2,Obesidad clase 1,Obesidad
70,71.3,1.515,MUJER,ALICANTE,69015886B,9/2/1950,31.06,Obesidad clase 1,Obesidad
76,,,MUJER,ALICANTE,28688653M,4/12/1944,,Obesidad clase 3,Obesidad
83,81.3,1.445,MUJER,ALICANTE,25596469R,21/4/1937,38.94,Obesidad clase 2,Obesidad
70,94.0,1.51,MUJER,ALICANTE,30535374C,13/12/1950,41.23,Obesidad clase 3,Obesidad
68,62.8,1.56,MUJER,ALICANTE,57806719F,30/1/1952,25.81,Sobrepeso,Sobrepeso
73,62.6,1.55,MUJER,ALICANTE,15933394B,24/3/1947,26.06,Sobrepeso,Sobrepeso
76,31.7,1.485,MUJER,ALICANTE,28044448K,8/7/1944,14.37,Infrapeso,Infrapeso
81,57.2,1.535,MUJER,ALICANTE,89888128T,26/9/1939,24.28,Normal,Normal
73,58.8,1.535,MUJER,ALICANTE,84519753N,23/12/1947,24.96,Normal,Normal
72,63.0,1.682,MUJER,ALICANTE,24050377M,25/1/1948,22.27,Normal,Normal
83,57.5,1.54,MUJER,ALICANTE,59223970H,19/5/1937,24.25,Normal,Normal
66,64.5,1.6,MUJER,ALICANTE,34701233H,19/7/1954,25.2,Sobrepeso,Sobrepeso
68,68.5,1.624,MUJER,ALICANTE,63948140V,27/9/1952,25.97,Sobrepeso,Sobrepeso
82,69.9,1.65,MUJER,ALICANTE,85593428X,11/5/1938,25.67,Sobrepeso,Sobrepeso
65,53.7,1.39,MUJER,ALICANTE,34400604G,1/2/1955,27.79,Sobrepeso,Sobrepeso
85,71.0,1.54,MUJER,ALICANTE,21044087N,26/10/1935,29.94,Sobrepeso,Sobrepeso
71,82.0,1.642,MUJER,ALICANTE,67383900J,1/5/1949,30.41,Obesidad clase 1,Obesidad
67,69.3,1.53,MUJER,ALICANTE,18510214Z,21/1/1953,29.6,Sobrepeso,Sobrepeso
69,66.6,1.53,MUJER,ALICANTE,62273207G,13/8/1951,28.45,Sobrepeso,Sobrepeso
68,68.0,1.5,MUJER,ALICANTE,57677878A,7/5/1952,30.22,Obesidad clase 1,Obesidad
71,65.7,1.432,MUJER,ALICANTE,30320639H,13/3/1949,32.04,Obesidad clase 1,Obesidad
65,168.8,1.49,MUJER,ALICANTE,38008152O,9/7/1955,76.03,Obesidad clase 3,Obesidad
22,71.6,1.67,HOMBRE,CASTELLÓN,41529806P,6/3/1998,25.67,Sobrepeso,Sobrepeso
18,99.6,1.726,HOMBRE,CASTELLÓN,85249852L,12/9/2002,33.43,Obesidad clase 1,Obesidad
18,65.0,1.7109999999999999,HOMBRE,CASTELLÓN,66868536D,30/7/2002,22.2,Normal,Normal
15,50.0,1.704,HOMBRE,CASTELLÓN,63218041B,26/1/2005,17.22,Infrapeso,Infrapeso
18,61.3,1.695,HOMBRE,CASTELLÓN,25811204Y,10/12/2002,21.34,Normal,Normal
19,60.0,1.69,HOMBRE,CASTELLÓN,56604203R,16/11/2001,21.01,Normal,Normal
19,54.6,1.66,HOMBRE,CASTELLÓN,81126940Z,8/8/2001,19.81,Normal,Normal
15,66.3,1.75,HOMBRE,CASTELLÓN,66610854T,15/7/2005,21.65,Normal,Normal
18,69.0,1.74,HOMBRE,CASTELLÓN,84133230K,27/4/2002,22.79,Normal,Normal
15,71.6,1.725,HOMBRE,CASTELLÓN,60340592Z,27/7/2005,24.06,Normal,Normal
15,70.8,1.7,HOMBRE,CASTELLÓN,64935921Q,1/6/2005,24.5,Normal,Normal
17,72.8,1.74,HOMBRE,CASTELLÓN,13743097M,30/5/2003,24.05,Normal,Normal
16,84.0,1.935,HOMBRE,CASTELLÓN,81685251S,12/9/2004,22.43,Normal,Normal
19,76.0,1.765,HOMBRE,CASTELLÓN,72451646V,3/7/2001,24.4,Normal,Normal
21,73.8,1.745,HOMBRE,CASTELLÓN,14945613H,16/7/1999,24.24,Normal,Normal
20,74.5,1.78,HOMBRE,CASTELLÓN,84605647R,12/5/2000,23.51,Normal,Normal
18,76.1,1.795,HOMBRE,CASTELLÓN,52910761W,22/7/2002,23.62,Normal,Normal
21,75.2,1.755,HOMBRE,CASTELLÓN,88728559E,1/12/1999,24.42,Normal,Normal
23,75.0,1.77,HOMBRE,CASTELLÓN,35946696G,1/5/1997,23.94,Normal,Normal
19,75.6,1.83,HOMBRE,CASTELLÓN,39854873H,29/3/2001,22.57,Normal,Normal
23,75.6,1.745,HOMBRE,CASTELLÓN,68371681H,8/10/1997,24.83,Normal,Normal
17,77.5,1.82,HOMBRE,CASTELLÓN,64850027L,26/2/2003,23.4,Normal,Normal
21,83.2,1.84,HOMBRE,CASTELLÓN,32081466R,23/11/1999,24.57,Normal,Normal
24,84.5,1.85,HOMBRE,CASTELLÓN,21516504W,20/6/1996,24.69,Normal,Normal
18,82.0,1.74,HOMBRE,CASTELLÓN,21087034B,27/1/2002,27.08,Sobrepeso,Sobrepeso
24,78.2,1.775,HOMBRE,CASTELLÓN,69617144N,4/10/1996,24.82,Normal,Normal
23,114.6,1.825,HOMBRE,CASTELLÓN,47585333T,27/11/1997,34.41,Obesidad clase 1,Obesidad
19,59.0,1.71,HOMBRE,CASTELLÓN,17694221Q,1/3/2001,20.18,Normal,Normal
23,,,MUJER,CASTELLÓN,17866009T,27/10/1997,,Obesidad clase 3,Obesidad
24,53.2,1.605,MUJER,CASTELLÓN,47112916B,13/8/1996,20.65,Normal,Normal
15,71.3,1.65,MUJER,CASTELLÓN,41959276O,6/1/2005,26.19,Sobrepeso,Sobrepeso
15,47.9,1.56,MUJER,CASTELLÓN,25768257N,5/4/2005,19.68,Normal,Normal
24,40.8,1.56,MUJER,CASTELLÓN,62187313G,13/5/1996,16.77,Infrapeso,Infrapeso
15,56.6,1.65,MUJER,CASTELLÓN,42689375Q,7/9/2005,20.79,Normal,Normal
18,44.5,1.5830000000000002,MUJER,CASTELLÓN,26670144U,20/6/2002,17.76,Infrapeso,Infrapeso
15,51.1,1.6480000000000001,MUJER,CASTELLÓN,78120650M,21/4/2005,18.82,Normal,Normal
15,56.8,1.7,MUJER,CASTELLÓN,14988560I,20/8/2005,19.65,Normal,Normal
20,66.2,1.64,MUJER,CASTELLÓN,73954791V,10/7/2000,24.61,Normal,Normal
15,51.7,1.608,MUJER,CASTELLÓN,72709328E,30/11/2005,19.99,Normal,Normal
18,54.7,1.63,MUJER,CASTELLÓN,67813370I,13/9/2002,20.59,Normal,Normal
23,53.8,1.605,MUJER,CASTELLÓN,51278775L,7/11/1997,20.88,Normal,Normal
21,57.2,1.6219999999999999,MUJER,CASTELLÓN,26841932M,5/6/1999,21.74,Normal,Normal
20,56.8,1.575,MUJER,CASTELLÓN,83832601S,28/5/2000,22.9,Normal,Normal
17,56.2,1.595,MUJER,CASTELLÓN,60512380S,31/12/2003,22.09,Normal,Normal
21,55.7,1.55,MUJER,CASTELLÓN,77820021V,2/2/1999,23.18,Normal,Normal
24,60.5,1.62,MUJER,CASTELLÓN,21602398C,21/12/1996,23.05,Normal,Normal
24,79.8,1.74,MUJER,CASTELLÓN,71893335G,25/2/1996,26.36,Sobrepeso,Sobrepeso
22,65.2,1.81,HOMBRE,CASTELLÓN,70561978F,10/1/1998,19.9,Normal,Normal
26,,,HOMBRE,CASTELLÓN,34958915L,12/5/1994,,Obesidad clase 3,Obesidad
25,58.7,1.903,HOMBRE,CASTELLÓN,76660452O,13/2/1995,16.21,Infrapeso,Infrapeso
34,65.2,1.69,HOMBRE,CASTELLÓN,41658647F,23/3/1986,22.83,Normal,Normal
29,66.7,1.7,HOMBRE,CASTELLÓN,43462421Z,3/6/1991,23.08,Normal,Normal
26,75.4,1.8,HOMBRE,CASTELLÓN,69574197B,13/3/1994,23.27,Normal,Normal
25,81.4,1.845,HOMBRE,CASTELLÓN,36075537K,4/9/1995,23.91,Normal,Normal
25,74.6,1.795,HOMBRE,CASTELLÓN,52051821M,25/10/1995,23.15,Normal,Normal
32,65.2,1.74,HOMBRE,CASTELLÓN,42045170T,5/3/1988,21.54,Normal,Normal
26,73.4,1.715,HOMBRE,CASTELLÓN,70089561H,19/4/1994,24.96,Normal,Normal
33,74.0,1.673,HOMBRE,CASTELLÓN,23792695S,14/10/1987,26.44,Sobrepeso,Sobrepeso
29,77.4,1.685,HOMBRE,CASTELLÓN,77347604M,10/4/1991,27.26,Sobrepeso,Sobrepeso
32,69.2,1.67,HOMBRE,CASTELLÓN,17994850U,18/2/1988,24.81,Normal,Normal
25,76.2,1.69,HOMBRE,CASTELLÓN,70604925H,2/4/1995,26.68,Sobrepeso,Sobrepeso
32,84.3,1.72,HOMBRE,CASTELLÓN,76359823C,15/7/1988,28.5,Sobrepeso,Sobrepeso
31,93.6,1.83,HOMBRE,CASTELLÓN,82887767W,1/9/1989,27.95,Sobrepeso,Sobrepeso
32,85.9,1.72,HOMBRE,CASTELLÓN,15718659E,17/2/1988,29.04,Sobrepeso,Sobrepeso
33,87.8,1.665,HOMBRE,CASTELLÓN,69359462S,18/6/1987,31.67,Obesidad clase 1,Obesidad
30,98.2,1.67,HOMBRE,CASTELLÓN,49475001C,14/8/1990,35.21,Obesidad clase 2,Obesidad
30,58.4,1.7,MUJER,CASTELLÓN,88342036X,14/9/1990,20.21,Normal,Normal
29,55.0,1.65,MUJER,CASTELLÓN,37965205N,2/4/1991,20.2,Normal,Normal
31,61.2,1.7,MUJER,CASTELLÓN,64076981H,15/8/1989,21.18,Normal,Normal
25,49.8,1.6,MUJER,CASTELLÓN,56002945X,28/2/1995,19.45,Normal,Normal
26,62.6,1.7009999999999998,MUJER,CASTELLÓN,40799707E,10/2/1994,21.64,Normal,Normal
30,58.7,1.6,MUJER,CASTELLÓN,44793778U,30/12/1990,22.93,Normal,Normal
32,50.6,1.48,MUJER,CASTELLÓN,50849305N,10/3/1988,23.1,Normal,Normal
32,55.0,1.54,MUJER,CASTELLÓN,73740056M,5/11/1988,23.19,Normal,Normal
29,57.0,1.57,MUJER,CASTELLÓN,68328734G,27/9/1991,23.12,Normal,Normal
25,67.7,1.61,MUJER,CASTELLÓN,69144727A,7/9/1995,26.12,Sobrepeso,Sobrepeso
27,69.6,1.65,MUJER,CASTELLÓN,86752997H,10/4/1993,25.56,Sobrepeso,Sobrepeso
33,66.8,1.565,MUJER,CASTELLÓN,73868897X,6/5/1987,27.27,Sobrepeso,Sobrepeso
33,71.8,1.655,MUJER,CASTELLÓN,15203295Z,10/4/1987,26.21,Sobrepeso,Sobrepeso
34,67.5,1.505,MUJER,CASTELLÓN,61972578I,15/5/1986,29.8,Sobrepeso,Sobrepeso
25,69.2,1.575,MUJER,CASTELLÓN,71463865J,23/2/1995,27.9,Sobrepeso,Sobrepeso
27,68.0,1.642,MUJER,CASTELLÓN,22933755C,10/5/1993,25.22,Sobrepeso,Sobrepeso
43,74.6,1.81,HOMBRE,CASTELLÓN,54972217R,23/11/1977,22.77,Normal,Normal
36,76.4,1.85,HOMBRE,CASTELLÓN,40842654B,28/10/1984,22.32,Normal,Normal
44,74.4,1.73,HOMBRE,CASTELLÓN,59095129B,28/5/1976,24.86,Normal,Normal
48,54.6,1.49,HOMBRE,CASTELLÓN,66396119R,5/1/1972,24.59,Normal,Normal
35,75.2,1.655,HOMBRE,CASTELLÓN,77562339S,15/9/1985,27.46,Sobrepeso,Sobrepeso
35,89.2,1.88,HOMBRE,CASTELLÓN,61757843S,10/6/1985,25.24,Sobrepeso,Sobrepeso
45,72.9,1.65,HOMBRE,CASTELLÓN,57763772R,31/5/1975,26.78,Sobrepeso,Sobrepeso
45,80.0,1.71,HOMBRE,CASTELLÓN,68801151G,2/9/1975,27.36,Sobrepeso,Sobrepeso
46,77.6,1.705,HOMBRE,CASTELLÓN,67985158Q,9/3/1974,26.69,Sobrepeso,Sobrepeso
38,86.3,1.72,HOMBRE,CASTELLÓN,79967371X,10/6/1982,29.17,Sobrepeso,Sobrepeso
49,78.8,1.65,HOMBRE,CASTELLÓN,51665298H,28/2/1971,28.94,Sobrepeso,Sobrepeso
44,73.2,1.6230000000000002,HOMBRE,CASTELLÓN,43075898O,18/9/1976,27.79,Sobrepeso,Sobrepeso
47,84.9,1.765,HOMBRE,CASTELLÓN,21301769O,1/1/1973,27.25,Sobrepeso,Sobrepeso
36,73.3,1.63,HOMBRE,CASTELLÓN,36719742G,23/2/1984,27.59,Sobrepeso,Sobrepeso
35,79.7,1.69,HOMBRE,CASTELLÓN,52352450J,21/2/1985,27.91,Sobrepeso,Sobrepeso
45,81.6,1.7,HOMBRE,CASTELLÓN,65365391W,2/3/1975,28.24,Sobrepeso,Sobrepeso
38,84.9,1.732,HOMBRE,CASTELLÓN,75500883N,2/5/1982,28.3,Sobrepeso,Sobrepeso
45,79.6,1.65,HOMBRE,CASTELLÓN,13012998W,14/5/1975,29.24,Sobrepeso,Sobrepeso
46,103.6,1.805,HOMBRE,CASTELLÓN,70304296S,22/8/1974,31.8,Obesidad clase 1,Obesidad
45,124.0,1.79,HOMBRE,CASTELLÓN,14387302I,7/7/1975,38.7,Obesidad clase 2,Obesidad
47,88.4,1.53,MUJER,CASTELLÓN,56733044N,2/3/1973,37.76,Obesidad clase 2,Obesidad
43,55.6,1.5530000000000002,MUJER,CASTELLÓN,71549759E,5/4/1977,23.05,Normal,Normal
39,49.2,1.565,MUJER,CASTELLÓN,45781559F,1/8/1981,20.09,Normal,Normal
37,52.5,1.5030000000000001,MUJER,CASTELLÓN,51021093Z,22/3/1983,23.24,Normal,Normal
37,60.1,1.585,MUJER,CASTELLÓN,47413545D,21/12/1983,23.92,Normal,Normal
35,56.2,1.59,MUJER,CASTELLÓN,30621268Y,19/1/1985,22.23,Normal,Normal
45,51.6,1.52,MUJER,CASTELLÓN,82973661G,7/5/1975,22.33,Normal,Normal
44,58.3,1.6019999999999999,MUJER,CASTELLÓN,45395036L,2/2/1976,22.72,Normal,Normal
42,60.6,1.645,MUJER,CASTELLÓN,77132869I,26/2/1978,22.39,Normal,Normal
48,59.7,1.58,MUJER,CASTELLÓN,36204378T,8/1/1972,23.91,Normal,Normal
40,60.4,1.555,MUJER,CASTELLÓN,38952986H,23/12/1980,24.98,Normal,Normal
40,65.4,1.615,MUJER,CASTELLÓN,61457214P,25/12/1980,25.07,Sobrepeso,Sobrepeso
42,63.0,1.6,MUJER,CASTELLÓN,31136632D,16/11/1978,24.61,Normal,Normal
44,60.5,1.55,MUJER,CASTELLÓN,32038519L,19/5/1976,25.18,Sobrepeso,Sobrepeso
38,67.4,1.64,MUJER,CASTELLÓN,27443190B,13/11/1982,25.06,Sobrepeso,Sobrepeso
42,65.9,1.62,MUJER,CASTELLÓN,75329095T,3/11/1978,25.11,Sobrepeso,Sobrepeso
39,68.1,1.632,MUJER,CASTELLÓN,87139520T,17/2/1981,25.57,Sobrepeso,Sobrepeso
44,76.6,1.66,MUJER,CASTELLÓN,77433498T,7/9/1976,27.8,Sobrepeso,Sobrepeso
46,66.8,1.5530000000000002,MUJER,CASTELLÓN,70690819L,19/3/1974,27.7,Sobrepeso,Sobrepeso
41,65.6,1.585,MUJER,CASTELLÓN,33326929J,22/7/1979,26.11,Sobrepeso,Sobrepeso
38,69.8,1.55,MUJER,CASTELLÓN,75286148V,21/3/1982,29.05,Sobrepeso,Sobrepeso
49,70.9,1.555,MUJER,CASTELLÓN,14516143P,27/10/1971,29.32,Sobrepeso,Sobrepeso
44,63.8,1.5,MUJER,CASTELLÓN,53941489O,29/11/1976,28.36,Sobrepeso,Sobrepeso
38,80.0,1.56,MUJER,CASTELLÓN,44750831A,23/10/1982,32.87,Obesidad clase 1,Obesidad
58,76.7,1.655,HOMBRE,CASTELLÓN,31823784Z,30/10/1962,28.0,Sobrepeso,Sobrepeso
63,79.0,1.67,HOMBRE,CASTELLÓN,20829352H,18/6/1957,28.33,Sobrepeso,Sobrepeso
58,63.0,1.6,HOMBRE,CASTELLÓN,40069608S,29/10/1962,24.61,Normal,Normal
53,74.6,1.67,HOMBRE,CASTELLÓN,55401687G,16/6/1967,26.75,Sobrepeso,Sobrepeso
61,79.4,1.699,HOMBRE,CASTELLÓN,58193242C,16/2/1959,27.51,Sobrepeso,Sobrepeso
58,84.4,1.74,HOMBRE,CASTELLÓN,51106987G,16/6/1962,27.88,Sobrepeso,Sobrepeso
51,75.0,1.665,HOMBRE,CASTELLÓN,76617505M,28/12/1969,27.05,Sobrepeso,Sobrepeso
59,79.8,1.7,HOMBRE,CASTELLÓN,25639416B,15/7/1961,27.61,Sobrepeso,Sobrepeso
58,90.0,1.79,HOMBRE,CASTELLÓN,34486498X,10/1/1962,28.09,Sobrepeso,Sobrepeso
56,61.3,1.5490000000000002,HOMBRE,CASTELLÓN,18810843G,30/5/1964,25.55,Sobrepeso,Sobrepeso
52,81.3,1.67,HOMBRE,CASTELLÓN,58021454B,7/9/1968,29.15,Sobrepeso,Sobrepeso
51,88.7,1.73,HOMBRE,CASTELLÓN,48573114I,29/5/1969,29.64,Sobrepeso,Sobrepeso
59,90.3,1.72,HOMBRE,CASTELLÓN,54628641Q,15/6/1961,30.52,Obesidad clase 1,Obesidad
64,80.5,1.605,HOMBRE,CASTELLÓN,33842293D,29/9/1956,31.25,Obesidad clase 1,Obesidad
