edad;peso;talla;sexo;provincia;dni;fecha_nacimiento
19;60.0;169.0;HOMBRE;CASTELLÓN;56604203R;16/11/2001
19;54.6;166.0;HOMBRE;CASTELLÓN;81126940Z;8/8/2001
15;66.3;175.0;HOMBRE;CASTELLÓN;66610854T;15/7/2005
18;69.0;174.0;HOMBRE;CASTELLÓN;84133230K;27/4/2002
15;71.6;172.5;HOMBRE;CASTELLÓN;60340592Z;27/7/2005
15;70.8;170.0;HOMBRE;CASTELLÓN;64935921Q;1/6/2005
17;72.8;174.0;HOMBRE;CASTELLÓN;13743097M;30/5/2003
16;84.0;193.5;HOMBRE;CASTELLÓN;81685251S;12/9/2004
19;76.0;176.5;HOMBRE;CASTELLÓN;72451646V;3/7/2001
21;73.8;174.5;HOMBRE;CASTELLÓN;14945613H;16/7/1999
20;74.5;178.0;HOMBRE;CASTELLÓN;84605647R;12/5/2000
18;76.1;179.5;HOMBRE;CASTELLÓN;52910761W;22/7/2002
21;75.2;175.5;HOMBRE;CASTELLÓN;88728559E;1/12/1999
23;75.0;177.0;HOMBRE;CASTELLÓN;35946696G;1/5/1997
19;75.6;183.0;HOMBRE;CASTELLÓN;39854873H;29/3/2001
23;75.6;174.5;HOMBRE;CASTELLÓN;68371681H;8/10/1997
17;77.5;182.0;HOMBRE;CASTELLÓN;64850027L;26/2/2003
21;83.2;184.0;HOMBRE;CASTELLÓN;32081466R;23/11/1999
24;84.5;185.0;HOMBRE;CASTELLÓN;21516504W;20/6/1996
18;82.0;174.0;HOMBRE;CASTELLÓN;21087034B;27/1/2002
24;78.2;177.5;HOMBRE;CASTELLÓN;69617144N;4/10/1996
23;114.6;182.5;HOMBRE;CASTELLÓN;47585333T;27/11/1997
19;59.0;171.0;HOMBRE;CASTELLÓN;17694221Q;1/3/2001
23;;;MUJER;CASTELLÓN;17866009T;27/10/1997
24;53.2;160.5;MUJER;CASTELLÓN;47112916B;13/8/1996
15;71.3;165.0;MUJER;CASTELLÓN;41959276O;6/1/2005
15;47.9;156.0;MUJER;CASTELLÓN;25768257N;5/4/2005
24;40.8;156.0;MUJER;CASTELLÓN;62187313G;13/5/1996
15;56.6;165.0;MUJER;CASTELLÓN;42689375Q;7/9/2005
18;44.5;158.3;MUJER;CASTELLÓN;26670144U;20/6/2002
15;51.1;164.8;MUJER;CASTELLÓN;78120650M;21/4/2005
15;56.8;170.0;MUJER;CASTELLÓN;14988560I;20/8/2005
20;66.2;164.0;MUJER;CASTELLÓN;73954791V;10/7/2000
15;51.7;160.8;MUJER;CASTELLÓN;72709328E;30/11/2005
18;54.7;163.0;MUJER;CASTELLÓN;67813370I;13/9/2002
23;53.8;160.5;MUJER;CASTELLÓN;51278775L;7/11/1997
21;57.2;162.2;MUJER;CASTELLÓN;26841932M;5/6/1999
20;56.8;157.5;MUJER;CASTELLÓN;83832601S;28/5/2000
17;56.2;159.5;MUJER;CASTELLÓN;60512380S;31/12/2003
21;55.7;155.0;MUJER;CASTELLÓN;77820021V;2/2/1999
24;60.5;162.0;MUJER;CASTELLÓN;21602398C;21/12/1996
24;79.8;174.0;MUJER;CASTELLÓN;71893335G;25/2/1996
22;65.2;181.0;HOMBRE;CASTELLÓN;70561978F;10/1/1998
26;;;HOMBRE;CASTELLÓN;34958915L;12/5/1994
25;58.7;190.3;HOMBRE;CASTELLÓN;76660452O;13/2/1995
34;65.2;169.0;HOMBRE;CASTELLÓN;41658647F;23/3/1986
29;66.7;170.0;HOMBRE;CASTELLÓN;43462421Z;3/6/1991
26;75.4;180.0;HOMBRE;CASTELLÓN;69574197B;13/3/1994
25;81.4;184.5;HOMBRE;CASTELLÓN;36075537K;4/9/1995
25;74.6;179.5;HOMBRE;CASTELLÓN;52051821M;25/10/1995
32;65.2;174.0;HOMBRE;CASTELLÓN;42045170T;5/3/1988
26;73.4;171.5;HOMBRE;CASTELLÓN;70089561H;19/4/1994
33;74.0;167.3;HOMBRE;CASTELLÓN;23792695S;14/10/1987
29;77.4;168.5;HOMBRE;CASTELLÓN;77347604M;10/4/1991
32;69.2;167.0;HOMBRE;CASTELLÓN;17994850U;18/2/1988
25;76.2;169.0;HOMBRE;CASTELLÓN;70604925H;2/4/1995
32;84.3;172.0;HOMBRE;CASTELLÓN;76359823C;15/7/1988
31;93.6;183.0;HOMBRE;CASTELLÓN;82887767W;1/9/1989
32;85.9;172.0;HOMBRE;CASTELLÓN;15718659E;17/2/1988
33;87.8;166.5;HOMBRE;CASTELLÓN;69359462S;18/6/1987
30;98.2;167.0;HOMBRE;CASTELLÓN;49475001C;14/8/1990
30;58.4;170.0;MUJER;CASTELLÓN;88342036X;14/9/1990
29;55.0;165.0;MUJER;CASTELLÓN;37965205N;2/4/1991
31;61.2;170.0;MUJER;CASTELLÓN;64076981H;15/8/1989
25;49.8;160.0;MUJER;CASTELLÓN;56002945X;28/2/1995
26;62.6;170.1;MUJER;CASTELLÓN;40799707E;10/2/1994
30;58.7;160.0;MUJER;CASTELLÓN;44793778U;30/12/1990
32;50.6;148.0;MUJER;CASTELLÓN;50849305N;10/3/1988
32;55.0;154.0;MUJER;CASTELLÓN;73740056M;5/11/1988
29;57.0;157.0;MUJER;CASTELLÓN;68328734G;27/9/1991
25;67.7;161.0;MUJER;CASTELLÓN;69144727A;7/9/1995
27;69.6;165.0;MUJER;CASTELLÓN;86752997H;10/4/1993
33;66.8;156.5;MUJER;CASTELLÓN;73868897X;6/5/1987
33;71.8;165.5;MUJER;CASTELLÓN;15203295Z;10/4/1987
34;67.5;150.5;MUJER;CASTELLÓN;61972578I;15/5/1986
25;69.2;157.5;MUJER;CASTELLÓN;71463865J;23/2/1995
27;68.0;164.2;MUJER;CASTELLÓN;22933755C;10/5/1993
43;74.6;181.0;HOMBRE;CASTELLÓN;54972217R;23/11/1977
36;76.4;185.0;HOMBRE;CASTELLÓN;40842654B;28/10/1984
44;74.4;173.0;HOMBRE;CASTELLÓN;59095129B;28/5/1976
48;54.6;149.0;HOMBRE;CASTELLÓN;66396119R;5/1/1972
35;75.2;165.5;HOMBRE;CASTELLÓN;77562339S;15/9/1985
35;89.2;188.0;HOMBRE;CASTELLÓN;61757843S;10/6/1985
45;72.9;165.0;HOMBRE;CASTELLÓN;57763772R;31/5/1975
45;80.0;171.0;HOMBRE;CASTELLÓN;68801151G;2/9/1975
46;77.6;170.5;HOMBRE;CASTELLÓN;67985158Q;9/3/1974
38;86.3;172.0;HOMBRE;CASTELLÓN;79967371X;10/6/1982
49;78.8;165.0;HOMBRE;CASTELLÓN;51665298H;28/2/1971
44;73.2;162.3;HOMBRE;CASTELLÓN;43075898O;18/9/1976
47;84.9;176.5;HOMBRE;CASTELLÓN;21301769O;1/1/1973
36;73.3;163.0;HOMBRE;CASTELLÓN;36719742G;23/2/1984
35;79.7;169.0;HOMBRE;CASTELLÓN;52352450J;21/2/1985
45;81.6;170.0;HOMBRE;CASTELLÓN;65365391W;2/3/1975
38;84.9;173.2;HOMBRE;CASTELLÓN;75500883N;2/5/1982
45;79.6;165.0;HOMBRE;CASTELLÓN;13012998W;14/5/1975
46;103.6;180.5;HOMBRE;CASTELLÓN;70304296S;22/8/1974
45;124.0;179.0;HOMBRE;CASTELLÓN;14387302I;7/7/1975
47;88.4;153.0;MUJER;CASTELLÓN;56733044N;2/3/1973
43;55.6;155.3;MUJER;CASTELLÓN;71549759E;5/4/1977
39;49.2;156.5;MUJER;CASTELLÓN;45781559F;1/8/1981
37;52.5;150.3;MUJER;CASTELLÓN;51021093Z;22/3/1983
37;60.1;158.5;MUJER;CASTELLÓN;47413545D;21/12/1983
35;56.2;159.0;MUJER;CASTELLÓN;30621268Y;19/1/1985
45;51.6;152.0;MUJER;CASTELLÓN;82973661G;7/5/1975
44;58.3;160.2;MUJER;CASTELLÓN;45395036L;2/2/1976
42;60.6;164.5;MUJER;CASTELLÓN;77132869I;26/2/1978
48;59.7;158.0;MUJER;CASTELLÓN;36204378T;8/1/1972
40;60.4;155.5;MUJER;CASTELLÓN;38952986H;23/12/1980
40;65.4;161.5;MUJER;CASTELLÓN;61457214P;25/12/1980
42;63.0;160.0;MUJER;CASTELLÓN;31136632D;16/11/1978
44;60.5;155.0;MUJER;CASTELLÓN;32038519L;19/5/1976
38;67.4;164.0;MUJER;CASTELLÓN;27443190B;13/11/1982
42;65.9;162.0;MUJER;CASTELLÓN;75329095T;3/11/1978
39;68.1;163.2;MUJER;CASTELLÓN;87139520T;17/2/1981
44;76.6;166.0;MUJER;CASTELLÓN;77433498T;7/9/1976
46;66.8;155.3;MUJER;CASTELLÓN;70690819L;19/3/1974
41;65.6;158.5;MUJER;CASTELLÓN;33326929J;22/7/1979
38;69.8;155.0;MUJER;CASTELLÓN;75286148V;21/3/1982
49;70.9;155.5;MUJER;CASTELLÓN;14516143P;27/10/1971
44;63.8;150.0;MUJER;CASTELLÓN;53941489O;29/11/1976
38;80.0;156.0;MUJER;CASTELLÓN;44750831A;23/10/1982
58;76.7;165.5;HOMBRE;CASTELLÓN;31823784Z;30/10/1962
63;79.0;167.0;HOMBRE;CASTELLÓN;20829352H;18/6/1957
58;63.0;160.0;HOMBRE;CASTELLÓN;40069608S;29/10/1962
53;74.6;167.0;HOMBRE;CASTELLÓN;55401687G;16/6/1967
61;79.4;169.9;HOMBRE;CASTELLÓN;58193242C;16/2/1959
58;84.4;174.0;HOMBRE;CASTELLÓN;51106987G;16/6/1962
51;75.0;166.5;HOMBRE;CASTELLÓN;76617505M;28/12/1969
59;79.8;170.0;HOMBRE;CASTELLÓN;25639416B;15/7/1961
58;90.0;179.0;HOMBRE;CASTELLÓN;34486498X;10/1/1962
56;61.3;154.9;HOMBRE;CASTELLÓN;18810843G;30/5/1964
52;81.3;167.0;HOMBRE;CASTELLÓN;58021454B;7/9/1968
51;88.7;173.0;HOMBRE;CASTELLÓN;48573114I;29/5/1969
59;90.3;172.0;HOMBRE;CASTELLÓN;54628641Q;15/6/1961
64;80.5;160.5;HOMBRE;CASTELLÓN;33842293D;29/9/1956
50;97.6;181.5;HOMBRE;CASTELLÓN;63346882U;10/3/1970
54;101.6;180.1;HOMBRE;CASTELLÓN;58322083W;14/5/1966
53;92.9;168.0;HOMBRE;CASTELLÓN;40971495N;26/3/1967
53;108.4;146.5;MUJER;CASTELLÓN;58064401B;16/9/1967
59;83.8;160.0;MUJER;CASTELLÓN;42345799Y;21/9/1961
61;69.2;153.5;MUJER;CASTELLÓN;56818938T;23/1/1959
53;75.0;162.0;MUJER;CASTELLÓN;57248408K;20/9/1967
61;64.4;150.0;MUJER;CASTELLÓN;53683807R;11/4/1959
64;85.2;152.0;MUJER;CASTELLÓN;62487942Y;24/8/1956
64;88.9;153.0;MUJER;CASTELLÓN;58794500E;23/12/1956
60;72.0;152.7;MUJER;CASTELLÓN;31050738Z;7/4/1960
60;77.9;153.0;MUJER;CASTELLÓN;44493149R;28/9/1960
56;71.3;161.0;MUJER;CASTELLÓN;68586416B;1/2/1964
61;58.2;162.5;MUJER;CASTELLÓN;88556771Y;18/5/1959
51;59.9;150.0;MUJER;CASTELLÓN;27872660Z;20/8/1969
55;73.8;168.0;MUJER;CASTELLÓN;59696387V;9/9/1965
60;61.4;159.6;MUJER;CASTELLÓN;78421279F;14/4/1960
54;81.4;150.0;MUJER;CASTELLÓN;85507534A;15/2/1966
93;39.0;158.5;HOMBRE;CASTELLÓN;67598635H;22/11/1927
74;77.0;166.0;HOMBRE;CASTELLÓN;83188396H;9/7/1946
74;59.3;164.2;HOMBRE;CASTELLÓN;52395397S;26/12/1946
66;72.2;175.0;HOMBRE;CASTELLÓN;54886323T;3/9/1954
74;65.1;166.2;HOMBRE;CASTELLÓN;38136993Y;10/4/1946
73;72.9;172.4;HOMBRE;CASTELLÓN;58751553N;28/7/1947
71;80.0;171.5;HOMBRE;CASTELLÓN;71292077E;12/9/1949
66;70.9;168.3;HOMBRE;CASTELLÓN;85464587L;8/7/1954
73;70.7;164.8;HOMBRE;CASTELLÓN;87998460A;25/7/1947
68;97.6;167.5;HOMBRE;CASTELLÓN;87397202K;3/4/1952
71;56.2;151.0;MUJER;CASTELLÓN;78764855J;1/1/1949
74;51.4;148.0;MUJER;CASTELLÓN;38179940V;20/9/1946
75;54.7;153.5;MUJER;CASTELLÓN;60383539S;27/3/1945
77;53.9;152.0;MUJER;CASTELLÓN;84476806R;26/8/1943
84;70.6;150.0;MUJER;CASTELLÓN;80525682E;1/12/1936
78;50.5;160.0;MUJER;CASTELLÓN;71377971H;28/12/1942
74;64.0;162.4;MUJER;CASTELLÓN;80740417A;13/9/1946
81;62.0;150.0;MUJER;CASTELLÓN;83446078U;7/9/1939
18;86.4;173.5;HOMBRE;ALICANTE;63991087N;30/3/2002
17;;;HOMBRE;ALICANTE;35259544S;3/1/2003
24;61.5;168.0;HOMBRE;ALICANTE;20313988O;27/12/1996
21;80.2;176.0;HOMBRE;ALICANTE;28602759F;26/6/1999
15;56.0;168.5;HOMBRE;ALICANTE;15117401R;22/11/2005
21;71.6;174.0;HOMBRE;ALICANTE;53898542O;13/2/1999
17;56.0;170.0;HOMBRE;ALICANTE;57720825V;6/9/2003
15;56.1;173.0;HOMBRE;ALICANTE;31007791I;20/2/2005
17;50.4;159.7;HOMBRE;ALICANTE;37578682Z;23/11/2003
15;63.8;178.5;HOMBRE;ALICANTE;49260266Z;30/4/2005
19;67.5;172.2;HOMBRE;ALICANTE;50033312M;2/2/2001
17;66.0;179.5;HOMBRE;ALICANTE;29332858Z;24/12/2003
15;63.2;178.5;HOMBRE;ALICANTE;34271763E;22/9/2005
23;75.6;177.0;HOMBRE;ALICANTE;59138076P;20/11/1997
19;74.0;185.0;HOMBRE;ALICANTE;26111833D;28/11/2001
21;85.4;186.0;HOMBRE;ALICANTE;34314710O;30/8/1999
20;72.0;172.0;HOMBRE;ALICANTE;51837086Q;17/3/2000
19;71.8;176.5;HOMBRE;ALICANTE;43505368X;15/3/2001
18;83.4;175.0;HOMBRE;ALICANTE;76188035K;24/9/2002
22;91.4;188.5;HOMBRE;ALICANTE;33369876T;15/9/1998
17;90.9;176.5;HOMBRE;ALICANTE;44149573A;15/5/2003
18;51.2;161.5;MUJER;ALICANTE;71850388G;31/7/2002
21;54.0;153.0;MUJER;ALICANTE;39339509F;14/8/1999
24;53.3;158.5;MUJER;ALICANTE;60855956B;5/5/1996
16;52.5;158.0;MUJER;ALICANTE;24909317U;18/10/2004
15;;;MUJER;ALICANTE;22246603L;11/12/2005
18;61.0;158.0;MUJER;ALICANTE;88857400A;30/9/2002
18;54.0;162.5;MUJER;ALICANTE;80998099R;21/5/2002
23;51.5;151.0;MUJER;ALICANTE;68071052H;26/10/1997
18;43.4;155.0;MUJER;ALICANTE;42216958E;7/10/2002
15;52.0;159.0;MUJER;ALICANTE;33756399U;1/5/2005
17;54.8;157.0;MUJER;ALICANTE;34744180Q;1/9/2003
20;51.6;156.0;MUJER;ALICANTE;40327290F;28/1/2000
23;56.5;165.0;MUJER;ALICANTE;47800068X;5/5/1997
18;56.4;160.0;MUJER;ALICANTE;49689736G;5/8/2002
17;54.5;159.5;MUJER;ALICANTE;49174372R;13/4/2003
19;55.0;151.5;MUJER;ALICANTE;73997738P;30/6/2001
18;57.5;160.0;MUJER;ALICANTE;55616422L;21/12/2002
20;61.7;152.5;MUJER;ALICANTE;50892252J;20/3/2000
16;86.0;163.0;MUJER;ALICANTE;77390551P;3/1/2004
27;73.3;189.0;HOMBRE;ALICANTE;34014081Z;10/12/1993
28;96.8;181.0;HOMBRE;CASTELLÓN;52094768D;9/5/1992
25;60.8;161.6;MUJER;ALICANTE;32682724C;12/5/1995
27;65.6;154.0;MUJER;ALICANTE;88771506W;21/11/1993
27;45.9;162.5;MUJER;ALICANTE;60941850X;28/12/1993
28;51.0;154.5;MUJER;ALICANTE;15332136W;1/10/1992
29;88.6;160.0;MUJER;ALICANTE;57377249B;12/12/1991
34;53.2;154.0;MUJER;ALICANTE;17823062L;6/12/1986
30;57.6;160.0;MUJER;ALICANTE;47155863K;7/8/1990
27;57.3;161.0;MUJER;ALICANTE;26541303S;4/12/1993
31;65.0;159.0;MUJER;ALICANTE;20786405R;11/1/1989
31;59.5;156.5;MUJER;ALICANTE;38265834N;23/3/1989
48;77.0;168.5;HOMBRE;ALICANTE;49389107G;18/10/1972
41;75.8;167.0;HOMBRE;ALICANTE;67469794J;24/5/1979
46;69.1;171.0;HOMBRE;ALICANTE;50505729I;5/7/1974
49;57.7;162.0;HOMBRE;ALICANTE;28731600F;3/12/1971
43;79.6;170.0;HOMBRE;ALICANTE;34185869T;7/9/1977
45;71.1;161.0;HOMBRE;ALICANTE;33241035Y;19/12/1975
44;89.5;174.0;HOMBRE;ALICANTE;58279136E;27/7/1976
36;89.0;179.5;HOMBRE;ALICANTE;41229177F;6/5/1984
49;89.7;170.5;HOMBRE;ALICANTE;20872299E;7/11/1971
39;102.7;172.0;HOMBRE;ALICANTE;19369154Y;13/8/1981
47;70.2;153.0;MUJER;ALICANTE;13227733I;12/11/1973
48;57.4;158.0;MUJER;ALICANTE;82930714X;10/12/1972
47;66.2;147.0;MUJER;ALICANTE;63132147Z;11/6/1973
46;91.2;162.0;MUJER;ALICANTE;13098892A;8/11/1974
49;66.2;151.5;MUJER;ALICANTE;80139159E;20/5/1971
41;65.1;153.5;MUJER;ALICANTE;76145088Q;13/2/1979
46;70.0;160.0;MUJER;ALICANTE;17608327B;29/9/1974
37;61.8;158.0;MUJER;ALICANTE;84047336E;16/5/1983
42;64.0;167.5;MUJER;ALICANTE;23449119T;5/6/1978
39;55.0;154.7;MUJER;ALICANTE;86108792X;2/12/1981
40;72.6;150.0;MUJER;ALICANTE;46898181P;9/11/1980
47;69.4;157.7;MUJER;ALICANTE;49904471H;22/7/1973
39;83.2;162.0;MUJER;ALICANTE;58966288Z;15/11/1981
49;75.9;147.0;MUJER;ALICANTE;47928909N;25/2/1971
45;83.8;150.0;MUJER;ALICANTE;66353172K;11/9/1975
64;63.6;154.0;HOMBRE;ALICANTE;62530889O;2/4/1956
53;70.0;170.0;HOMBRE;ALICANTE;55487581O;12/2/1967
56;73.6;174.0;HOMBRE;ALICANTE;27657925L;28/10/1964
59;67.3;156.5;HOMBRE;ALICANTE;78636014H;21/6/1961
51;75.5;163.0;HOMBRE;ALICANTE;65666020X;26/7/1969
51;84.2;173.0;HOMBRE;ALICANTE;80010318J;25/2/1969
57;73.0;162.3;HOMBRE;ALICANTE;33155141Z;27/12/1963
51;83.9;177.0;HOMBRE;ALICANTE;83059555G;22/1/1969
55;77.8;157.0;MUJER;ALICANTE;74212473R;6/4/1965
52;78.0;150.0;MUJER;ALICANTE;30492427L;28/7/1968
60;73.4;154.0;MUJER;ALICANTE;49346160Y;4/7/1960
60;62.5;142.5;MUJER;ALICANTE;59524599I;12/10/1960
52;79.6;150.0;MUJER;ALICANTE;48916690D;13/9/1968
54;80.4;158.5;MUJER;ALICANTE;80611576B;25/6/1966
54;67.0;158.0;MUJER;ALICANTE;30234745C;24/12/1966
50;89.5;158.0;MUJER;ALICANTE;73525321R;7/2/1970
62;102.9;156.0;MUJER;ALICANTE;87955513V;3/3/1958
63;80.1;164.4;MUJER;ALICANTE;58708606R;1/1/1957
50;68.0;154.0;MUJER;ALICANTE;76102141Y;20/6/1970
63;67.4;159.0;MUJER;ALICANTE;60641221K;14/11/1957
56;74.6;160.0;MUJER;ALICANTE;15804553P;7/9/1964
51;78.8;146.7;MUJER;ALICANTE;29633487V;8/8/1969
75;74.6;158.0;HOMBRE;ALICANTE;38051099U;21/2/1945
77;49.7;154.5;HOMBRE;ALICANTE;56990726Y;2/2/1943
78;78.6;163.0;HOMBRE;ALICANTE;39811926S;6/1/1942
74;83.4;167.5;HOMBRE;ALICANTE;33713452D;7/10/1946
70;;;HOMBRE;ALICANTE;34099975K;16/6/1950
78;73.7;152.2;HOMBRE;ALICANTE;40026661S;2/9/1942
80;70.1;170.1;HOMBRE;ALICANTE;16921175T;30/6/1940
71;66.0;165.5;HOMBRE;ALICANTE;66825589X;29/1/1949
72;90.0;158.5;HOMBRE;ALICANTE;53340231Y;30/12/1948
69;92.0;168.0;HOMBRE;ALICANTE;88299089M;2/10/1951
72;;;MUJER;ALICANTE;75930353K;17/4/1948
79;60.8;144.0;MUJER;ALICANTE;39983714O;24/9/1941
76;55.4;149.0;MUJER;ALICANTE;61371320F;2/5/1944
73;55.4;147.0;MUJER;ALICANTE;15847500Y;9/6/1947
82;76.1;143.0;MUJER;ALICANTE;25854151Q;13/5/1938
74;58.2;143.8;MUJER;ALICANTE;30406533X;31/12/1946
69;95.0;149.5;MUJER;ALICANTE;62702677K;24/11/1951
65;62.7;146.5;MUJER;ALICANTE;88127301O;24/5/1955
74;91.6;158.0;MUJER;ALICANTE;79065484G;26/5/1946
70;52.5;150.0;MUJER;ALICANTE;41830435N;27/7/1950
75;78.1;142.0;MUJER;ALICANTE;65623073L;11/7/1945
78;72.5;149.0;MUJER;ALICANTE;78807802G;7/2/1942
71;81.4;157.0;MUJER;ALICANTE;72322805V;17/7/1949
68;75.0;157.3;MUJER;ALICANTE;58536818X;7/11/1952
88;49.8;146.2;MUJER;ALICANTE;64119928T;13/11/1932
65;79.0;159.5;MUJER;ALICANTE;46769340S;25/10/1955
72;72.5;155.0;MUJER;ALICANTE;53726754I;7/12/1948
76;73.3;157.0;MUJER;ALICANTE;62144366Z;9/10/1944
74;89.0;165.0;MUJER;ALICANTE;80310947M;26/3/1946
70;83.2;155.5;MUJER;ALICANTE;38566463Y;7/4/1950
20;64.1;178.0;HOMBRE;ALICANTE;63432776D;11/7/2000
22;60.4;173.5;HOMBRE;ALICANTE;55101058G;24/5/1998
24;62.0;167.5;HOMBRE;ALICANTE;29375805K;1/8/1996
15;66.2;171.0;HOMBRE;ALICANTE;14215514O;17/4/2005
23;69.5;172.0;HOMBRE;ALICANTE;30449480C;27/6/1997
22;71.7;176.5;HOMBRE;ALICANTE;80826311L;20/4/1998
15;74.0;172.5;HOMBRE;ALICANTE;40112555W;1/3/2005
20;72.6;167.5;HOMBRE;ALICANTE;79409060W;10/6/2000
15;70.6;170.0;HOMBRE;ALICANTE;32382095O;2/6/2005
15;69.3;151.0;HOMBRE;ALICANTE;50333941P;22/2/2005
22;77.1;169.0;HOMBRE;ALICANTE;84906276V;10/4/1998
22;73.8;174.5;HOMBRE;ALICANTE;19884518F;9/6/1998
19;78.9;175.0;HOMBRE;ALICANTE;46812287D;21/2/2001
15;88.8;177.5;HOMBRE;ALICANTE;73310586Z;16/5/2005
22;101.0;178.0;HOMBRE;ALICANTE;23363225O;30/11/1998
15;63.6;166.5;MUJER;ALICANTE;58236189P;5/5/2005
17;48.3;164.0;MUJER;ALICANTE;89931075X;16/10/2003
18;47.8;155.7;MUJER;ALICANTE;81384622W;13/8/2002
20;54.1;162.2;MUJER;ALICANTE;59954069L;8/10/2000
24;55.0;162.4;MUJER;ALICANTE;33069247M;3/2/1996
15;52.6;171.0;MUJER;ALICANTE;55959998W;5/6/2005
15;69.4;174.2;MUJER;ALICANTE;69445356Y;23/3/2005
15;51.8;157.5;MUJER;ALICANTE;61500161W;30/1/2005
18;87.2;167.0;MUJER;ALICANTE;85979951X;25/4/2002
24;82.8;169.5;MUJER;ALICANTE;54328012I;12/4/1996
34;75.7;156.5;HOMBRE;ALICANTE;61242479R;13/5/1986
30;67.5;166.5;HOMBRE;ALICANTE;71721547I;10/4/1990
32;69.0;173.2;HOMBRE;ALICANTE;58407977A;13/10/1988
30;72.3;175.0;HOMBRE;ALICANTE;30921897K;8/12/1990
34;68.6;170.0;HOMBRE;ALICANTE;78507173I;24/9/1986
27;84.2;181.5;HOMBRE;ALICANTE;86667103O;15/3/1993
32;59.4;161.0;MUJER;ALICANTE;21001140M;15/11/1988
25;60.2;161.0;MUJER;ALICANTE;81599357Y;17/5/1995
32;51.1;159.0;MUJER;ALICANTE;50978146J;31/10/1988
31;54.1;157.5;MUJER;ALICANTE;60039963O;5/1/1989
27;67.3;165.5;MUJER;ALICANTE;74813731K;5/12/1993
26;62.1;154.0;MUJER;ALICANTE;78550120T;23/11/1994
30;62.9;160.0;MUJER;ALICANTE;50806358E;1/1/1990
30;69.7;157.5;MUJER;ALICANTE;64764133L;4/5/1990
33;82.3;158.0;MUJER;ALICANTE;60684168H;15/3/1987
29;88.7;166.3;MUJER;ALICANTE;42904110K;4/12/1991
42;;;HOMBRE;ALICANTE;27529084S;10/2/1978
36;73.0;173.0;HOMBRE;ALICANTE;74255420B;31/3/1984
37;79.7;176.0;HOMBRE;ALICANTE;53597913T;28/6/1983
44;73.7;169.8;HOMBRE;ALICANTE;25038158L;4/10/1976
47;85.0;172.0;HOMBRE;ALICANTE;70347243U;16/5/1973
47;87.3;170.0;HOMBRE;ALICANTE;17307698A;15/3/1973
42;99.9;173.0;HOMBRE;ALICANTE;43977785V;31/1/1978
40;86.8;156.0;HOMBRE;ALICANTE;59009235J;27/11/1980
48;115.1;165.0;HOMBRE;ALICANTE;49990365Q;23/7/1972
48;69.4;152.5;MUJER;ALICANTE;52653079G;10/2/1972
46;;;MUJER;ALICANTE;51536457W;21/3/1974
41;58.7;154.0;MUJER;ALICANTE;67083271C;18/8/1979
43;80.9;167.0;MUJER;ALICANTE;70433137I;30/10/1977
37;42.3;149.5;MUJER;ALICANTE;19669783U;15/1/1983
44;49.7;149.0;MUJER;ALICANTE;28946335Y;3/3/1976
40;57.8;150.1;MUJER;ALICANTE;83875548S;5/10/1980
47;72.5;154.7;MUJER;ALICANTE;33283982N;13/9/1973
51;86.1;160.0;HOMBRE;ALICANTE;44450202L;20/7/1969
57;76.6;167.9;HOMBRE;ALICANTE;82243562Y;10/3/1963
54;62.4;163.0;HOMBRE;ALICANTE;17479486Z;1/8/1966
64;67.1;153.9;HOMBRE;ALICANTE;72065123I;10/11/1956
62;103.0;166.0;HOMBRE;ALICANTE;28001501F;12/12/1958
50;71.9;151.2;MUJER;ALICANTE;58365030E;29/12/1970
63;77.7;167.5;MUJER;ALICANTE;81255781C;14/12/1957
60;77.5;152.3;MUJER;ALICANTE;32296201L;31/5/1960
56;52.1;170.0;MUJER;ALICANTE;51622351D;16/7/1964
57;64.2;147.3;MUJER;ALICANTE;14301408O;25/3/1963
51;76.0;181.2;MUJER;ALICANTE;31780837K;24/4/1969
59;66.3;155.3;MUJER;ALICANTE;71979229A;20/6/1961
60;79.7;153.5;MUJER;ALICANTE;57076620Z;7/6/1960
53;66.8;139.4;MUJER;ALICANTE;74384261G;12/8/1967
56;57.8;151.9;MUJER;ALICANTE;51708245X;7/3/1964
80;78.0;164.0;HOMBRE;ALICANTE;41100336I;10/5/1940
67;71.4;163.0;HOMBRE;ALICANTE;15632765C;7/4/1953
68;84.8;183.5;HOMBRE;ALICANTE;32124413T;20/12/1952
65;75.1;161.5;HOMBRE;ALICANTE;66310225F;30/12/1955
74;88.8;168.5;HOMBRE;ALICANTE;87053626E;30/10/1946
74;95.1;160.2;HOMBRE;ALICANTE;63089200P;23/3/1946
72;59.9;146.5;MUJER;ALICANTE;87611937W;31/1/1948
85;55.1;146.5;MUJER;ALICANTE;12325846I;10/2/1935
97;46.5;133.0;MUJER;ALICANTE;72795222K;28/4/1923
74;54.5;151.5;MUJER;ALICANTE;67942211U;26/3/1946
21;;;HOMBRE;ALICANTE;27958554U;19/3/1999
20;74.2;172.0;HOMBRE;VALENCIA;46039241Q;16/12/2000
16;53.9;165.0;MUJER;VALENCIA;46941128B;23/1/2004
15;;;MUJER;VALENCIA;16792334V;23/2/2005
21;47.3;161.0;MUJER;VALENCIA;50462782R;16/8/1999
24;69.8;177.0;MUJER;VALENCIA;71635653G;15/5/1996
19;72.6;183.0;MUJER;VALENCIA;24522794B;4/11/2001
